"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season","MVP","First","Share","Team.Wins"
"124","Chris Duhon","PG",28,"ORL",51,5,15.2,1,2.5,0.38,0.3,1,0.25,0.7,1.5,0.468,0.43,0.3,0.5,0.56,0.2,0.8,1,2.3,0.3,0,1.2,0.6,2.5,"2011",FALSE,0,0,52
"125","Tim Duncan","C",34,"SAS",76,76,28.4,5.5,11,0.5,0,0.1,0,5.5,11,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,"2011",FALSE,0,0,61
"126","Mike Dunleavy","SG",30,"IND",61,44,27.6,3.9,8.5,0.462,1.7,4.2,0.402,2.3,4.4,0.519,0.56,1.6,2,0.8,0.5,4.1,4.5,1.7,0.7,0.5,1.1,1.8,11.2,"2011",FALSE,0,0,37
"128","Kevin Durant","SF",22,"OKC",78,78,38.9,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1,2.8,2,27.7,"2011",FALSE,0,0.157,55
"130","Wayne Ellington","SG",23,"MIN",62,8,19,2.6,6.4,0.403,0.8,2,0.397,1.8,4.5,0.406,0.463,0.7,0.9,0.792,0.4,1.3,1.7,1.2,0.5,0,0.9,1.4,6.6,"2011",FALSE,0,0,17
"131","Monta Ellis","SG",25,"GSW",80,80,40.3,9.1,20.1,0.451,1.7,4.7,0.361,7.4,15.4,0.478,0.493,4.3,5.4,0.789,0.6,3,3.5,5.6,2.1,0.3,3.2,2.5,24.1,"2011",FALSE,0,0,36
"135","Jeremy Evans","SF",23,"UTA",49,3,9.4,1.6,2.3,0.661,0,0,0,1.6,2.3,0.667,0.661,0.5,0.8,0.703,0.7,1.2,2,0.5,0.3,0.3,0.4,1,3.6,"2011",FALSE,0,0,39
"138","Tyreke Evans","SG",21,"SAC",57,53,37,6.7,16.4,0.409,0.8,2.6,0.291,5.9,13.8,0.432,0.432,3.6,4.7,0.771,0.8,4,4.8,5.6,1.5,0.5,3.2,2.5,17.8,"2011",FALSE,0,0,24
"140","Christian Eyenga","SF",21,"CLE",44,18,21.5,3,7,0.425,0.6,2.1,0.275,2.4,4.9,0.488,0.466,0.4,0.6,0.643,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,6.9,"2011",FALSE,0,0,19
"141","Jordan Farmar","PG",24,"NJN",73,18,24.6,3.5,8.9,0.392,1.5,4.2,0.359,2,4.8,0.421,0.475,1.1,1.4,0.82,0.3,2,2.4,5,0.8,0.1,1.9,1.8,9.6,"2011",FALSE,0,0,24
"144","Rudy Fernandez","SG",25,"POR",78,3,23.3,2.7,7.4,0.37,1.5,4.6,0.321,1.2,2.7,0.453,0.471,1.6,1.9,0.863,0.5,1.7,2.2,2.5,1.1,0.2,1.1,1.7,8.6,"2011",FALSE,0,0,48
"145","Kyrylo Fesenko","C",24,"UTA",53,1,8.6,0.8,1.9,0.44,0,0,0,0.8,1.9,0.444,0.44,0.3,0.9,0.391,0.6,1.4,2,0.3,0.1,0.3,0.5,1.7,2,"2011",FALSE,0,0,39
"146","Landry Fields","SG",22,"NYK",82,81,31,3.6,7.3,0.497,1,2.7,0.393,2.6,4.7,0.556,0.568,1.4,1.8,0.769,1.3,5.1,6.4,1.9,1,0.2,1.3,1.4,9.7,"2011",FALSE,0,0,42
"147","Derek Fisher","PG",36,"LAL",82,82,28,2.5,6.5,0.389,0.8,1.9,0.396,1.7,4.5,0.386,0.449,1,1.3,0.806,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,6.8,"2011",FALSE,0,0,57
"148","Jonny Flynn","PG",21,"MIN",53,8,18.5,2,5.6,0.365,0.6,1.9,0.31,1.5,3.7,0.393,0.417,0.6,0.8,0.762,0.2,1.2,1.5,3.4,0.6,0.1,2.1,1.1,5.3,"2011",FALSE,0,0,17
"149","Gary Forbes","SF",25,"DEN",63,11,12.6,2,4.3,0.454,0.3,0.9,0.328,1.7,3.4,0.488,0.489,0.9,1.4,0.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,"2011",FALSE,0,0,50
"151","Jeff Foster","C",34,"IND",56,3,16.8,1.4,3,0.479,0,0.1,0,1.4,2.9,0.488,0.479,0.5,0.9,0.563,2.9,3.4,6.3,0.8,0.4,0.6,0.5,2.3,3.3,"2011",FALSE,0,0,37
"152","Randy Foye","SG",27,"LAC",63,24,24.6,3.3,8.4,0.388,1.1,3.4,0.327,2.1,5,0.43,0.455,2.1,2.4,0.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,"2011",FALSE,0,0,32
"153","Channing Frye","PF",27,"PHO",77,64,33,4.6,10.8,0.432,2.2,5.7,0.39,2.4,5.1,0.479,0.535,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1,0.9,3.5,12.7,"2011",FALSE,0,0,40
"157","Francisco Garcia","SF",29,"SAC",58,34,23.9,3.6,8.2,0.436,1.4,3.9,0.362,2.2,4.3,0.502,0.521,1.1,1.3,0.855,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7,"2011",FALSE,0,0,24
"158","Kevin Garnett","PF",34,"BOS",71,71,31.3,6.1,11.6,0.528,0,0.1,0.2,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,"2011",FALSE,0,0,56
"159","Marc Gasol","C",26,"MEM",81,81,31.9,4.5,8.5,0.527,0,0.1,0.429,4.5,8.4,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7,2.5,0.9,1.7,1.8,3.3,11.7,"2011",FALSE,0,0,46
"160","Pau Gasol","C",30,"LAL",82,82,37,7.2,13.7,0.529,0,0,0.333,7.2,13.6,0.53,0.53,4.3,5.2,0.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,"2011",FALSE,0,0,57
"161","Rudy Gay","SF",24,"MEM",54,54,39.9,7.6,16.1,0.471,1.1,2.7,0.396,6.5,13.4,0.486,0.503,3.6,4.5,0.805,1.5,4.7,6.2,2.8,1.7,1.1,2.5,2.4,19.8,"2011",FALSE,0,0,46
"163","Paul George","SG",20,"IND",61,19,20.7,2.9,6.5,0.453,0.7,2.3,0.297,2.3,4.2,0.537,0.505,1.3,1.7,0.762,0.6,3.1,3.7,1.1,1,0.4,1.1,2.1,7.8,"2011",FALSE,0,0,37
"164","Daniel Gibson","SG",24,"CLE",67,15,27.8,3.9,9.9,0.4,1.8,4.4,0.403,2.2,5.5,0.398,0.489,2,2.4,0.822,0.4,2.3,2.6,3,0.7,0.3,1.2,2.3,11.6,"2011",FALSE,0,0,19
"165","Taj Gibson","PF",25,"CHI",80,19,21.8,2.9,6.3,0.466,0,0.1,0.125,2.9,6.2,0.472,0.467,1.3,1.9,0.676,2,3.7,5.7,0.7,0.5,1.3,0.9,2.5,7.1,"2011",FALSE,0,0,62
"166","Manu Ginobili","SG",33,"SAS",80,79,30.3,5.5,12.7,0.433,1.9,5.5,0.349,3.6,7.2,0.497,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2,17.4,"2011",FALSE,0,0.017,61
"167","Ryan Gomes","SF",28,"LAC",76,62,27.6,2.7,6.6,0.41,0.9,2.8,0.341,1.8,3.9,0.459,0.481,0.8,1.1,0.718,0.8,2.5,3.3,1.6,0.8,0.2,0.7,2.1,7.2,"2011",FALSE,0,0,32
"169","Ben Gordon","SG",27,"DET",82,27,26,4.1,9.4,0.44,1.3,3.2,0.402,2.8,6.1,0.46,0.51,1.7,2,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,"2011",FALSE,0,0,30
"170","Eric Gordon","SG",22,"LAC",56,56,37.7,7.6,16.9,0.45,1.9,5.2,0.364,5.7,11.8,0.488,0.506,5.1,6.2,0.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,22.3,"2011",FALSE,0,0,32
"173","Stephen Graham","SG",28,"NJN",59,28,16.3,1.4,3.4,0.405,0.1,0.4,0.238,1.3,3,0.425,0.418,0.5,0.6,0.816,0.3,1.8,2.1,0.7,0.2,0,0.6,1.8,3.4,"2011",FALSE,0,0,24
"174","Danny Granger","SF",27,"IND",79,79,35,6.8,15.9,0.425,2,5.2,0.386,4.8,10.8,0.443,0.487,5,5.9,0.848,1.1,4.3,5.4,2.6,1.1,0.8,2.6,2.7,20.5,"2011",FALSE,0,0,37
"178","Willie Green","SG",29,"NOH",77,13,21.7,3.5,7.9,0.443,0.7,2,0.348,2.8,5.9,0.476,0.488,1,1.3,0.78,0.3,1.8,2.1,1,0.5,0.2,0.9,1.9,8.7,"2011",FALSE,0,0,46
"179","Donte Greene","SF",22,"SAC",69,21,16.3,2.3,5.6,0.404,0.7,2.2,0.292,1.6,3.4,0.478,0.462,0.6,0.9,0.662,0.7,1.4,2.1,0.7,0.5,0.3,0.9,1.3,5.8,"2011",FALSE,0,0,24
"181","Blake Griffin","PF",21,"LAC",82,82,38,8.5,16.8,0.506,0.1,0.3,0.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,"2011",FALSE,0,0.004,32
"183","Richard Hamilton","SG",32,"DET",55,39,27.2,5.2,12.2,0.429,1,2.6,0.382,4.2,9.6,0.442,0.47,2.7,3.1,0.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,"2011",FALSE,0,0,30
"184","Tyler Hansbrough","PF",25,"IND",70,29,21.9,4.1,8.8,0.465,0,0,0,4.1,8.7,0.466,0.465,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11,"2011",FALSE,0,0,37
"186","James Harden","SG",21,"OKC",82,5,26.7,3.6,8.3,0.436,1.4,4,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,"2011",FALSE,0,0,55
"187","Al Harrington","PF",30,"DEN",73,3,22.8,3.8,9.2,0.416,1.6,4.5,0.357,2.2,4.8,0.473,0.503,1.2,1.6,0.735,1,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,"2011",FALSE,0,0,50
"189","Manny Harris","SG",21,"CLE",54,15,17.3,2,5.4,0.374,0.6,1.7,0.37,1.4,3.6,0.376,0.433,1.3,1.7,0.763,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,"2011",FALSE,0,0,19
"192","Spencer Hawes","C",22,"PHI",81,81,21.2,3.3,7,0.465,0.1,0.5,0.243,3.1,6.6,0.48,0.473,0.6,1.1,0.534,1.6,4.1,5.7,1.5,0.4,0.9,1.2,2.5,7.2,"2011",FALSE,0,0,41
"193","Chuck Hayes","C",27,"HOU",74,63,28.1,3.3,6.3,0.527,0,0,0,3.3,6.2,0.529,0.527,1.3,1.9,0.662,3,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9,"2011",FALSE,0,0,43
"194","Gordon Hayward","SF",20,"UTA",72,17,16.9,2,4.1,0.485,0.5,1,0.473,1.5,3,0.489,0.544,1,1.3,0.711,0.6,1.4,1.9,1.1,0.4,0.3,1,1.5,5.4,"2011",FALSE,0,0,39
"195","Lazar Hayward","SF",24,"MIN",42,0,10,1.3,3.7,0.357,0.4,1.4,0.283,0.9,2.2,0.404,0.412,0.8,1,0.786,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1,3.8,"2011",FALSE,0,0,17
"196","Brendan Haywood","C",31,"DAL",72,8,18.5,1.8,3.1,0.574,0,0,0,1.8,3.1,0.577,0.574,0.9,2.5,0.362,1.8,3.4,5.2,0.3,0.2,1,0.7,2,4.4,"2011",FALSE,0,0,57
"198","Gerald Henderson","SG",23,"CHA",68,30,24.4,3.8,8.4,0.454,0.1,0.5,0.194,3.7,7.9,0.472,0.461,1.9,2.4,0.785,0.7,2.3,3,1.5,0.7,0.5,0.9,1.7,9.6,"2011",FALSE,0,0,34
"200","Roy Hibbert","C",24,"IND",81,80,27.7,5.1,11,0.461,0,0,0,5.1,10.9,0.463,0.461,2.5,3.4,0.745,2.2,5.3,7.5,2,0.4,1.8,2.3,3.2,12.7,"2011",FALSE,0,0,37
"201","J.J. Hickson","C",22,"CLE",80,66,28.2,5.4,11.7,0.458,0,0.1,0,5.4,11.6,0.461,0.458,3.1,4.6,0.673,2.7,6,8.7,1.1,0.6,0.7,2.2,2.7,13.8,"2011",FALSE,0,0,19
"202","Nene Hilario","C",28,"DEN",75,75,30.5,5.4,8.7,0.615,0,0.1,0.2,5.3,8.7,0.618,0.615,3.8,5.4,0.711,1.9,5.7,7.6,2,1.1,1,1.8,3.2,14.5,"2011",FALSE,0,0,50
"203","George Hill","PG",24,"SAS",76,5,28.3,3.8,8.3,0.453,1,2.7,0.377,2.8,5.6,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2,11.6,"2011",FALSE,0,0,61
"204","Grant Hill","SF",38,"PHO",80,80,30.1,5,10.3,0.484,0.6,1.4,0.395,4.4,8.9,0.498,0.511,2.7,3.2,0.829,1,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2,"2011",FALSE,0,0,40
"205","Jordan Hill","C",23,"HOU",72,11,15.6,2.4,4.9,0.491,0,0,0,2.4,4.9,0.494,0.491,0.8,1.2,0.706,1.8,2.5,4.3,0.4,0.2,0.7,0.9,2.2,5.6,"2011",FALSE,0,0,43
"207","Jrue Holiday","PG",20,"PHI",82,82,35.4,5.4,12.2,0.446,1,2.7,0.365,4.5,9.5,0.47,0.487,2.1,2.5,0.823,0.8,3.2,4,6.5,1.5,0.4,2.7,2.5,14,"2011",FALSE,0,0,41
"209","Al Horford","C",24,"ATL",77,77,35.1,6.7,12,0.557,0,0.1,0.5,6.6,11.9,0.557,0.558,1.9,2.4,0.798,2.4,7,9.3,3.5,0.8,1,1.5,2.5,15.3,"2011",FALSE,0,0,44
"210","Eddie House","SG",32,"MIA",56,1,17.5,2.3,5.7,0.399,1.2,3.1,0.389,1.1,2.6,0.411,0.505,0.7,0.7,0.95,0.2,1.5,1.6,1.1,0.6,0.1,0.5,1.2,6.5,"2011",FALSE,0,0,58
"211","Dwight Howard","C",25,"ORL",78,78,37.6,7.9,13.4,0.593,0,0.1,0,7.9,13.3,0.597,0.593,7,11.7,0.596,4,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,"2011",FALSE,3,0.531,52
"215","Kris Humphries","PF",25,"NJN",74,44,27.9,4.1,7.9,0.527,0,0,0,4.1,7.9,0.527,0.527,1.7,2.6,0.665,3,7.4,10.4,1.1,0.4,1.1,1.4,2.3,10,"2011",FALSE,0,0,24
"216","Serge Ibaka","PF",21,"OKC",82,44,27,4.1,7.5,0.543,0,0,0,4.1,7.5,0.544,0.543,1.7,2.2,0.75,2.6,5,7.6,0.3,0.4,2.4,0.9,3.3,9.9,"2011",FALSE,0,0,55
"217","Andre Iguodala","SF",27,"PHI",67,67,36.9,5,11.3,0.445,0.9,2.7,0.337,4.1,8.6,0.479,0.486,3.1,4.5,0.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,1.6,14.1,"2011",FALSE,0,0,41
"218","Zydrunas Ilgauskas","C",35,"MIA",72,51,15.9,2.3,4.4,0.508,0,0,0,2.3,4.4,0.509,0.508,0.5,0.6,0.783,1.5,2.5,4,0.4,0.3,0.8,0.7,2.6,5,"2011",FALSE,0,0,58
"220","Ersan Ilyasova","PF",23,"MIL",60,34,25.1,3.7,8.5,0.436,0.6,2,0.298,3.1,6.4,0.479,0.471,1.6,1.7,0.894,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5,"2011",FALSE,0,0,35
"223","Darnell Jackson","PF",25,"SAC",59,2,8.2,1.3,2.7,0.487,0.1,0.2,0.273,1.3,2.5,0.503,0.497,0.5,0.8,0.612,0.8,0.8,1.6,0.2,0.2,0.1,0.4,1,3.2,"2011",FALSE,0,0,24
"224","Stephen Jackson","SG",32,"CHA",67,67,35.9,6.5,15.8,0.411,1.8,5.4,0.337,4.7,10.4,0.449,0.468,3.7,4.6,0.816,0.8,3.7,4.5,3.6,1.2,0.4,3.1,2.4,18.5,"2011",FALSE,0,0,34
"226","LeBron James","SF",26,"MIA",79,79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1,6.5,7.5,7,1.6,0.6,3.6,2.1,26.7,"2011",FALSE,4,0.431,58
"227","Antawn Jamison","PF",34,"CLE",56,38,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18,"2011",FALSE,0,0,19
"230","Richard Jefferson","SF",30,"SAS",81,81,30.4,3.8,7.9,0.474,1.7,3.8,0.44,2.1,4.1,0.504,0.579,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2,11,"2011",FALSE,0,0,61
"232","Brandon Jennings","PG",21,"MIL",63,61,34.4,5.7,14.7,0.39,1.6,4.8,0.323,4.2,9.9,0.422,0.443,3.2,3.9,0.809,0.7,3,3.7,4.8,1.5,0.3,2.3,2.1,16.2,"2011",FALSE,0,0,35
"233","Eugene Jeter","PG",27,"SAC",62,1,13.8,1.7,4.2,0.409,0.1,0.5,0.2,1.6,3.7,0.437,0.421,0.6,0.7,0.902,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,"2011",FALSE,0,0,24
"234","Yi Jianlian","PF",23,"WAS",63,11,17.7,2.3,5.5,0.418,0,0.2,0.231,2.3,5.3,0.425,0.422,1,1.4,0.681,1.3,2.7,3.9,0.4,0.4,0.5,0.8,1.8,5.6,"2011",FALSE,0,0,23
"235","Amir Johnson","PF",23,"TOR",72,54,25.7,3.9,6.9,0.568,0,0,0,3.9,6.9,0.569,0.568,1.8,2.2,0.788,2.6,3.8,6.4,1.1,0.7,1.2,1,3.7,9.6,"2011",FALSE,0,0,22
"239","Joe Johnson","SG",29,"ATL",72,72,35.5,7.1,16.1,0.443,1.2,4.2,0.297,5.9,12,0.494,0.481,2.7,3.4,0.802,0.8,3.2,4,4.7,0.7,0.1,2,1.8,18.2,"2011",FALSE,0,0,44
"241","Wesley Johnson","SG",23,"MIN",79,63,26.2,3.4,8.6,0.397,1.3,3.7,0.356,2.1,5,0.427,0.473,0.8,1.2,0.696,0.6,2.4,3,1.9,0.7,0.7,1.2,2.1,9,"2011",FALSE,0,0,17
"242","Dahntay Jones","SG",30,"IND",45,2,13.1,2.2,4.8,0.467,0.3,0.9,0.359,1.9,3.9,0.491,0.5,1.5,2,0.767,0.1,1.4,1.4,0.7,0.4,0.2,0.7,1.6,6.3,"2011",FALSE,0,0,37
"244","James Jones","SF",30,"MIA",81,8,19.1,1.8,4.3,0.422,1.5,3.5,0.429,0.3,0.7,0.39,0.6,0.7,0.9,0.833,0.3,1.7,2,0.5,0.4,0.2,0.3,1.6,5.9,"2011",FALSE,0,0,58
"246","DeAndre Jordan","C",22,"LAC",80,66,25.6,2.9,4.3,0.686,0,0,0,2.9,4.3,0.688,0.686,1.2,2.7,0.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1,"2011",FALSE,0,0,32
"249","Jason Kidd","PG",37,"DAL",80,80,33.2,2.7,7.5,0.361,1.7,4.9,0.34,1,2.6,0.4,0.472,0.8,1,0.87,0.4,4,4.4,8.2,1.7,0.4,2.2,1.5,7.9,"2011",FALSE,0,0,57
"250","Andrei Kirilenko","SF",29,"UTA",64,62,31.2,4,8.5,0.467,0.6,1.5,0.367,3.4,6.9,0.489,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3,1.3,1.2,1.8,1.8,11.7,"2011",FALSE,0,0,39
"252","Kyle Korver","SG",29,"CHI",82,0,20.1,3,6.8,0.434,1.5,3.5,0.415,1.5,3.3,0.455,0.542,0.9,1.1,0.885,0.1,1.7,1.8,1.5,0.4,0.2,0.7,1.9,8.3,"2011",FALSE,0,0,62
"258","Ty Lawson","PG",23,"DEN",80,31,26.3,4.3,8.6,0.503,0.9,2.1,0.404,3.5,6.5,0.536,0.553,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1,0.1,1.7,1.7,11.7,"2011",FALSE,0,0,50
"259","Courtney Lee","SG",25,"HOU",81,1,21.3,3.1,7.1,0.439,0.9,2.1,0.408,2.2,5,0.453,0.501,1.2,1.5,0.792,0.6,2,2.6,1.2,0.7,0.2,0.8,1.3,8.3,"2011",FALSE,0,0,43
"260","David Lee","PF",27,"GSW",73,73,36.1,6.8,13.4,0.507,0,0,0.333,6.8,13.4,0.508,0.508,2.9,3.7,0.787,3,6.8,9.8,3.2,1,0.4,2.3,2.9,16.5,"2011",FALSE,0,0,36
"263","Shaun Livingston","PG",25,"CHA",73,0,17.3,2.5,5.4,0.466,0,0.1,0.25,2.5,5.4,0.468,0.467,1.5,1.7,0.864,0.4,1.6,2,2.2,0.6,0.4,1.2,1.5,6.6,"2011",FALSE,0,0,34
"264","Brook Lopez","C",22,"NJN",82,82,35.2,7.9,16,0.492,0,0,0,7.9,16,0.492,0.492,4.7,6,0.787,2.4,3.5,6,1.6,0.6,1.5,2.1,2.9,20.4,"2011",FALSE,0,0,24
"266","Kevin Love","PF",22,"MIN",73,73,35.8,6.6,14.1,0.47,1.2,2.9,0.417,5.4,11.2,0.483,0.513,5.8,6.8,0.85,4.5,10.7,15.2,2.5,0.6,0.4,2.1,2,20.2,"2011",FALSE,0,0,17
"267","Kyle Lowry","PG",24,"HOU",75,71,34.2,4.6,10.8,0.426,1.7,4.6,0.376,2.9,6.2,0.464,0.506,2.6,3.3,0.765,1.2,2.9,4.1,6.7,1.4,0.3,2.1,2.8,13.5,"2011",FALSE,0,0,43
"269","Corey Maggette","SF",31,"MIL",67,18,20.9,3.8,8.3,0.453,0.4,1.2,0.359,3.4,7.2,0.468,0.478,4,4.9,0.834,0.7,2.9,3.6,1.3,0.3,0.1,1.9,2.6,12,"2011",FALSE,0,0,35
"271","Ian Mahinmi","C",24,"DAL",56,0,8.7,1,1.8,0.561,0,0,0,1,1.7,0.573,0.561,1.1,1.5,0.768,0.8,1.4,2.1,0.1,0.3,0.3,0.4,1.9,3.1,"2011",FALSE,0,0,57
"272","Shawn Marion","SF",32,"DAL",80,27,28.2,5.4,10.4,0.52,0.1,0.4,0.152,5.4,10,0.536,0.523,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,"2011",FALSE,0,0,57
"274","Cartier Martin","SF",26,"WAS",52,1,10.4,1.4,3.5,0.39,0.8,1.9,0.394,0.6,1.6,0.386,0.497,0.5,0.8,0.7,0.4,1,1.4,0.3,0.3,0.1,0.3,1,4,"2011",FALSE,0,0,23
"275","Kenyon Martin","PF",33,"DEN",48,48,25.7,3.9,7.5,0.511,0,0.2,0.222,3.8,7.4,0.518,0.514,0.9,1.5,0.583,1.4,4.8,6.2,2.3,0.9,0.7,1.2,2.8,8.6,"2011",FALSE,0,0,50
"276","Kevin Martin","SG",27,"HOU",80,80,32.5,6.9,15.8,0.436,2.2,5.7,0.383,4.7,10.1,0.467,0.506,7.4,8.4,0.888,0.4,2.9,3.2,2.5,1,0.2,2.3,1.9,23.5,"2011",FALSE,0,0,43
"278","Wesley Matthews","SG",24,"POR",82,69,33.6,5.4,11.9,0.449,1.9,4.6,0.407,3.5,7.3,0.476,0.528,3.2,3.8,0.844,0.6,2.6,3.1,2,1.2,0.1,1.7,2.4,15.9,"2011",FALSE,0,0,48
"280","Eric Maynor","PG",23,"OKC",82,0,14.6,1.6,4.1,0.402,0.5,1.2,0.385,1.2,2.9,0.409,0.458,0.5,0.7,0.729,0.3,1.2,1.5,2.9,0.4,0.1,0.9,1.2,4.2,"2011",FALSE,0,0,55
"281","O.J. Mayo","SG",23,"MEM",71,17,26.3,4.3,10.5,0.407,1.4,3.7,0.364,2.9,6.8,0.431,0.471,1.4,1.8,0.756,0.5,1.9,2.4,2,1,0.4,1.4,1.8,11.3,"2011",FALSE,0,0,46
"282","Luc Mbah a Moute","PF",24,"MIL",79,52,26.5,2.5,5.4,0.463,0,0.1,0,2.5,5.3,0.47,0.463,1.7,2.4,0.707,2.1,3.2,5.3,0.9,0.9,0.4,1,2.3,6.7,"2011",FALSE,0,0,35
"283","Antonio McDyess","PF",36,"SAS",73,16,19,2.3,4.7,0.491,0,0,0,2.3,4.7,0.493,0.491,0.7,1.1,0.675,1.7,3.7,5.4,1.2,0.5,0.5,1,2.2,5.3,"2011",FALSE,0,0,61
"284","JaVale McGee","C",23,"WAS",79,75,27.8,4.2,7.6,0.55,0,0,0,4.2,7.6,0.552,0.55,1.7,2.9,0.583,2.8,5.2,8,0.5,0.5,2.4,1.3,2.9,10.1,"2011",FALSE,0,0,23
"285","Tracy McGrady","SG",31,"DET",72,39,23.4,3.2,7.1,0.442,0.4,1.2,0.341,2.7,5.9,0.462,0.471,1.3,1.8,0.698,0.7,2.8,3.5,3.5,0.9,0.5,1.4,1.4,8,"2011",FALSE,0,0,30
"286","Dominic McGuire","SF",25,"CHA",52,8,14.6,1.4,3.5,0.396,0,0,0,1.4,3.5,0.4,0.396,0.6,0.8,0.769,1.2,2.6,3.8,0.8,0.2,0.6,0.5,1.8,3.3,"2011",FALSE,0,0,34
"287","Josh McRoberts","PF",23,"IND",72,51,22.2,2.9,5.4,0.547,0.3,0.8,0.383,2.6,4.5,0.577,0.576,1.2,1.7,0.739,1.5,3.8,5.3,2.1,0.7,0.8,1.3,2.3,7.4,"2011",FALSE,0,0,37
"288","Jodie Meeks","SG",23,"PHI",74,64,27.9,3.3,7.7,0.425,1.9,4.7,0.397,1.4,3,0.468,0.546,2.1,2.3,0.894,0.3,2,2.3,1.1,0.9,0.1,0.8,1.3,10.5,"2011",FALSE,0,0,41
"290","C.J. Miles","SF",23,"UTA",78,19,25.2,4.7,11.5,0.407,1.4,4.3,0.322,3.3,7.2,0.459,0.468,2,2.5,0.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8,"2011",FALSE,0,0,39
"292","Andre Miller","PG",34,"POR",81,81,32.7,4.8,10.4,0.46,0,0.5,0.108,4.7,10,0.476,0.462,3.1,3.6,0.853,1.2,2.5,3.7,7,1.4,0.1,2.4,2.1,12.7,"2011",FALSE,0,0,48
"293","Brad Miller","C",34,"HOU",60,5,16.9,2.2,4.9,0.446,0.7,1.8,0.374,1.5,3.2,0.487,0.514,1.3,1.6,0.83,0.7,3,3.7,2.4,0.5,0.4,0.9,1.6,6.4,"2011",FALSE,0,0,43
"295","Patty Mills","PG",22,"POR",64,0,12.2,2.1,5.1,0.412,0.7,2.1,0.353,1.4,3,0.451,0.483,0.6,0.7,0.766,0.3,0.5,0.8,1.7,0.4,0,1,1,5.5,"2011",FALSE,0,0,48
"296","Paul Millsap","PF",25,"UTA",76,76,34.3,6.9,13,0.531,0.1,0.3,0.391,6.8,12.7,0.535,0.536,3.4,4.4,0.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3,"2011",FALSE,0,0,39
"299","Greg Monroe","C",20,"DET",80,48,27.8,3.8,6.9,0.551,0,0,0,3.8,6.9,0.552,0.551,1.8,2.9,0.622,3.1,4.4,7.5,1.3,1.2,0.6,1,2.5,9.4,"2011",FALSE,0,0,30
